id,question,choices,answerKey
TIMSS_2007_8_pg63,"In living organisms, the level of organization from least complex to most complex is","{'text': ['cell, tissue, organ, organism', 'cell, organ, tissue, organism', 'tissue, cell, organ, organism', 'tissue, organ, cell, organism'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7094115,Which type of model best shows the location of underwater ocean ridges?,"{'text': ['world globe', 'satellite map', 'topographic map', 'nautical chart'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_401221,A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through,"{'text': ['radiation.', 'insulation.', 'convection.', 'conduction.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_401300,Which feature is a kitten most likely to inherit from its parents?,"{'text': ['diet', 'color', 'health', 'independence'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7264040,Proteins are compounds formed in the cells of plants and animals. Which element is included in every protein molecule?,"{'text': ['calcium', 'carbon', 'fluorine', 'sodium'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_409014,A rocket is traveling toward space. What force must the rocket act against as it moves away from Earth?,"{'text': ['inertia', 'gravity', 'magnetism', 'momentum'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_408554,"A group of workers needs to move a piano from the second floor of a building. The piano is too wide to fit through the door, so they will lower the piano to the ground through a window. Which tool would be best to help the workers lower the piano from the window?","{'text': ['wheel and axle', 'inclined plane', 'pulley', 'wedge'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7267908,Why is a spacesuit inflated like a balloon?,"{'text': ['to simulate the air pressure of Earth', 'to help astronauts float in outer space', 'to protect astronauts from solar radiation', 'to provide an oxygen supply for breathing'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7137270,Which term best describes the process responsible for cave formation that results from rock being dissolved by groundwater?,"{'text': ['chemical weathering', 'glacial movement', 'sedimentation', 'abrasion'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_401803,What happens to colored sugar when it is added to water?,"{'text': ['The sugar reacts and colors the water.', 'The sugar becomes white and the water changes color.', 'The sugar evaporates and the water changes color.', 'The sugar dissolves and colors the water.'], 'label': ['A', 'B', 'C', 'D']}",D
LEAP_2004_8_10398,Which statement about plant and animals cells is true?,"{'text': ['Both have a cell wall to give them support.', 'Both have a large vacuole to store water.', 'Both use mitochondria to produce energy.', 'Both use chloroplasts to store energy.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7271723,"Farm fertilizers are often carried by runoff into the Mississippi River and down to the Gulf of Mexico, resulting in algae blooms. Which of these results from the decomposition of the algae blooms?","{'text': ['an abundance of dissolved oxygen', 'dead zones where there are no fish', 'a reduction in atmospheric carbon dioxide', 'food webs with rapidly growing populations'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_406475,Jennifer is jumping rope. Which type of characteristic is she most likely demonstrating?,"{'text': ['learned', 'recessive', 'inherited', 'instinctive'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7165795,A teacher breaks a bar of pure copper into two different sized pieces. Which is the most likely difference between the two pieces?,"{'text': ['mass', 'texture', 'boiling point', 'melting point'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7185185,Blood is a fluid made up of several different parts. What level of structural organization best describes blood?,"{'text': ['a cell', 'a tissue', 'an organ', 'a system'], 'label': ['A', 'B', 'C', 'D']}",B
ACTAAP_2014_5_6,"Scientists found large areas of fossilized wood in a desert in Arizona. The fossilized wood is evidence of the ancient environment. Based on the evidence, what was the ancient environment in this area?","{'text': ['forest', 'desert', 'glacier', 'grasslands'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2003_5_28,Ruben is using a compass to find out which direction the wind is blowing. Which of the following would be best for him to observe to help him find the direction of the wind?,"{'text': ['a flag on a pole', 'the temperature on a thermometer', 'birds flying above the trees', 'the shadow of a building'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_407701,A farmer predicts a new sprinkler will keep water from being wasted. What term best describes this prediction?,"{'text': ['experiment', 'hypothesis', 'observation', 'variable'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_401215,Tides on Earth are mostly caused by the gravitational pull of,"{'text': ['the Sun.', 'stars.', 'the Moon.', 'asteroids.'], 'label': ['A', 'B', 'C', 'D']}",C
MEAP_2005_8_15,"When rain falls on the land, some of it is absorbed by surface sediment. How porous the surface sediments are controls how much water is absorbed. Which of the following will most likely result in an area where surface sediment is NOT porous?","{'text': ['flooding', 'droughts', 'tornadoes', 'spring formation'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2003_8_12,Which of the following parts of a car belongs to its control system?,"{'text': ['fuel tank', 'hydraulic jack', 'steering wheel', 'windshield wipers'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_401257,Which substance can be used to conduct electricity in a circuit?,"{'text': ['metal', 'wood', 'rubber', 'plastic'], 'label': ['A', 'B', 'C', 'D']}",A
NYSEDREGENTS_2008_8_7,Which unit is used to express the amount of energy in food?,"{'text': ['Calorie', 'degree Celsius', 'milliliter', 'gram'], 'label': ['1', '2', '3', '4']}",1
MSA_2012_5_1,A student measured how quickly a car rolled down a hill. Which tool should the student have used to measure how quickly the car rolled down the hill?,"{'text': ['a hand lens', 'a stopwatch', 'a thermometer', 'a centimeter ruler'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_407767,"Water at 20 degrees Celsius is placed on a stove. As the water is heated, thermal energy is absorbed by the water. If the water is heated to a maximum temperature of 80 degrees Celsius, what happens as a result of the increased temperature?","{'text': ['The potential energy increases.', 'The evaporation decreases.', 'The disorder decreases.', 'The entropy increases.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7077525,The electromagnetic spectrum is described as a,"{'text': ['series of colors of the rainbow.', 'list of radioactive elements.', 'band of frequencies of light waves.', 'range of conductivity of metals.'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2002_8_8,Which of the following is most important in producing the seasons on Earth?,"{'text': [""Earth's gravitational attraction to the Sun"", ""the Moon's revolution around Earth"", 'the distance of Earth from the Sun', ""the tilt of Earth's axis as it revolves around the Sun""], 'label': ['A', 'B', 'C', 'D']}",D
NAEP_2000_8_S21+8,Which of the following is designed to convert energy into mechanical work?,"{'text': ['Electric fan', 'Kerosene heater', 'Flashlight', 'Baking oven'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2009_5_6511,A student hears the sound of a bell. Which of the following carries the sound of the bell to the student?,"{'text': ['electrical currents', 'magnetic signals', 'radio waves', 'vibrating air'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2000_8_34,"The first stage of soil formation is the weathering of rock into fine particles. To make a good soil for growing plants, which would be best to add to the rock particles?","{'text': ['minerals', 'sand', 'organic matter', 'silt'], 'label': ['A', 'B', 'C', 'D']}",C
ACTAAP_2007_7_30,Which best describes a scientific theory?,"{'text': ['It is still being tested.', 'It is true, once written.', 'It is different for each continent.', 'It is determined in a court of law.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_406000,"Scientists are studying the factors that influence the climate of a region. In attempts to gather accurate data, the scientists should use data that includes the","{'text': ['number of earthquakes that occur each year.', 'types of organisms in the environment.', 'number of people living in the area.', 'type of weather that has occurred.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_415699,Why do two surfaces get warm when they are rubbed together?,"{'text': ['The surfaces absorb energy from the air.', 'Friction changes energy of motion to heat energy.', 'Moving objects produce heat energy.', 'Energy is transferred between the two surfaces.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_402125,Two high tides and two low tides occur on Earth every,"{'text': ['day.', 'hour.', 'week.', 'month.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7082478,A book placed on a table is observed to remain stationary. Which statement about the observation would be considered a fact rather than an opinion?,"{'text': ['The book is not very heavy.', 'The table pushes up on the book.', 'The book probably has a sticky cover.', 'The table is composed of a stronger material than the book.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7220955,Having students wash their hands frequently with soap and water will limit the spread of infectious disease by,"{'text': ['protecting harmless bacterial cells.', 'changing viral and bacterial nucleic acids.', 'releasing mutated cells from pores.', 'removing viruses and bacteria from the skin.'], 'label': ['A', 'B', 'C', 'D']}",D
VASoL_2007_5_10,Which object helps people understand what makes up white light?,"{'text': ['Barometer', 'Prism', 'Microscope', 'Thermometer'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7217875,Water vapor sometimes condenses into stratus clouds that are in contact with the ground. What forms as a result of this process?,"{'text': ['ozone', 'methane', 'fog', 'smoke'], 'label': ['A', 'B', 'C', 'D']}",C
TIMSS_2003_8_pg18,One of the main causes of acid rain is,"{'text': ['Waste from nuclear power plants', 'Spills from chemical manufacturing plants', 'Gases from burning fossil fuels', 'Gases from aerosol spray cans'], 'label': ['A', 'B', 'C', 'D']}",C
VASoL_2009_3_29,Which of these activities makes the MOST air pollution?,"{'text': ['Storing trash bags', 'Reusing trash bags', 'Burning trash bags', 'Recycling trash bags'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_179218,The Hardy-Weinberg law is only valid when,"{'text': ['the population is small.', 'migration into the population is occurring.', 'immigration into the population is occurring.', 'the population is large.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_400192,Deposition of sediment during floods makes the land near some rivers,"{'text': ['acidic.', 'fertile.', 'hilly.', 'unstable.'], 'label': ['A', 'B', 'C', 'D']}",B
MSA_2012_5_34,"Old, worn-out rubber tires are called scrap tires. Which way of disposing of scrap tires is best for the environment?","{'text': ['burning the tires', 'dumping the tires in a lake', 'burying the tires in a landfill', 'taking the tires to a recycling center'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7221463,Which material is the best conductor of heat at room temperature?,"{'text': ['air', 'water', 'sulfur', 'copper'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7001855,"A student drops a white tablet into a glass of water, producing carbon dioxide gas. This is a demonstration of","{'text': ['a change of state.', 'a chemical reaction.', 'the creation of matter.', 'the movement of electricity.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7083563,Which of these is a structure that is present in all organisms?,"{'text': ['a tissue', 'a cell', 'a stomach', 'a brain'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7213483,Which set of conditions will produce an electric current in a closed loop of wire?,"{'text': ['a magnet touching the loop of wire', 'a magnet at rest inside the loop of wire', 'a magnet at rest outside the loop of wire', 'a magnet passing through the loop of wire'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7234115,Extensive folding of sedimentary rock layers on Earth provides indirect evidence of certain processes occurring throughout Earth's history. Which of these is most likely one of these processes?,"{'text': [""convective heat loss from Earth's mantle"", ""slowing of the rotation of Earth's core"", ""increase in the density of Earth's atmosphere"", ""slow increase in the distance of Earth's orbit""], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7221218,An ice cube melts on a hot summer day because the energy of the particles,"{'text': ['decreases over a period of time and is lost.', 'increases and the particles move apart.', 'causes the particles to move closer together.', 'is converted into potential energy.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7004008,The relationship between ticks and a dog can best be described as,"{'text': ['mutualism.', 'competition.', 'parasitism.', 'commensalism.'], 'label': ['A', 'B', 'C', 'D']}",C
TIMSS_2007_4_pg82,Small grasshoppers shed their outer covering as they grow larger. Which animal also sheds its outer covering as it grows larger?,"{'text': ['frog', 'snake', 'fish', 'human'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_400715,Two atoms of oxygen combine to form pure oxygen gas. What is the electrical charge of the O_{2} molecules?,"{'text': ['positive', 'negative', 'neutral', 'variable'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7018533,Which is not a type of electromagnetic wave?,"{'text': ['sound wave', 'x-ray', 'microwave', 'radio wave'], 'label': ['A', 'B', 'C', 'D']}",A
ACTAAP_2007_7_33,What is one way to help slow down or stop the greenhouse effect?,"{'text': ['find new coal resources in the earth', 'clean up the litter in neighborhoods', 'clean up the water pollution in local lakes', 'walk or ride a bike instead of driving a car'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7041528,Great distances in space are measured in,"{'text': ['kilometers.', 'light years.', 'megameters.', 'astronomical units.'], 'label': ['A', 'B', 'C', 'D']}",B
MCAS_2002_8_12,Which of the following gives a plant cell its rigid structure?,"{'text': ['cell membrane', 'nucleus', 'cell wall', 'chloroplast'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_415455,Which alternative energy resource changes part of a river into a lake?,"{'text': ['solar energy', 'geothermal energy', 'hydropower', 'biofuel energy'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2006_8_10,A student in a laboratory transfers a beaker containing a hot solution from the lab table to a cool water bath. Which of the following parts of the system experiences an increase in heat energy?,"{'text': ['beaker', 'lab table', 'solution', 'water bath'], 'label': ['A', 'B', 'C', 'D']}",D
LEAP__5_10317,Which example best illustrates kinetic energy?,"{'text': ['a light bulb that is turned on', 'a car that is parked on top of a hill', 'a comet that is flying through space', 'a battery that is connected to a circuit'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7041563,"Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies?","{'text': ['the Galaxy theory', 'the Big Bang theory', 'the Steady State theory', 'the Oscillating theory'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_417464,Which characteristic is shared by all members of Arthropoda and Chordata phyla?,"{'text': ['mandibles', 'simple eyes', 'jointed limbs', 'one pair of wings'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2004_9_7,Which of the following is certain to change as a ball accelerates?,"{'text': ['mass of the ball', 'inertia of the ball', 'velocity of the ball', 'force acting on the ball'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7143080,One year a farmer decided not to plant crops in one of his fields. During that year his farm received a greater amount of precipitation than normal. Which will most likely occur in that unplanted field as a result of the greater precipitation?,"{'text': ['more carbon dioxide will be trapped in the field', 'erosion of topsoil will increase in the field', 'invasive species will inhabit the field', 'animals will dig burrows in the field'], 'label': ['A', 'B', 'C', 'D']}",B
TIMSS_2003_8_pg122,Which group of energy sources are ALL renewable?,"{'text': ['coal, oil, and natural gas', 'solar, oil, and geothermal', 'wind, solar, and tidal', 'natural gas, solar, and tidal'], 'label': ['A', 'B', 'C', 'D']}",C
TIMSS_2011_8_pg66,What happens to the molecules of a liquid when the liquid cools?,"{'text': ['They slow down.', 'They speed up.', 'They decrease in number', 'They decrease in size'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7201758,Some individuals are unable to digest the lactose found in the milk of cows. The digestive systems of these individuals most likely lack which?,"{'text': ['a lipid that coats lactose molecules', 'an ability to produce lactose internally', 'an enzyme that catalyzes lactose breakdown', 'a tolerance to lactose developed during childhood'], 'label': ['A', 'B', 'C', 'D']}",C
MDSA_2012_8_35,"Use the information below to answer the question. The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. Which organs are used in reproduction?","{'text': ['brain, spinal cord, and eyes', 'lungs, esophagus, and heart', 'mouth, stomach, and gallbladder', 'ovaries, uterus, and fallopian tubes'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2005_9_16,Which of the following best describes the relationship between frequency and wavelength of electromagnetic waves?,"{'text': ['If the frequency remains constant, the wavelength increases.', 'The wavelength decreases as the frequency decreases.', 'The frequency increases as the wavelength decreases.', 'If the wavelength remains constant, the frequency increases.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7267855,Which pair would be most necessary for life to develop on another planet?,"{'text': ['sulfur and nitrogen', 'helium and hydrogen', 'liquid water and carbon', 'chlorophyll and oxygen'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7037363,How are light and sound similar?,"{'text': ['They both travel at the same speed.', 'They are both waves.', 'They are both electromagnetic.', 'They both travel through a vacuum.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_406955,"When heated, mercuric oxide decomposes to form liquid mercury and oxygen. A scientist heated 10 grams (g) of mercuric oxide and formed 9.3 grams of liquid mercury. How many grams of oxygen were formed?","{'text': ['0.7 g', '9.3 g', '10.0 g', '19.3 g'], 'label': ['A', 'B', 'C', 'D']}",A
TIMSS_2003_8_pg19,"When chlorine gas reacts with sodium metal, what type of substance is formed?","{'text': ['A mixture', 'A compound', 'An element', 'An alloy', 'A solution'], 'label': ['A', 'B', 'C', 'D', 'E']}",B
NYSEDREGENTS_2012_8_12,A structure that carries a single unit of hereditary information is a,"{'text': ['gene', 'tissue', 'sex cell', 'pedigree chart'], 'label': ['1', '2', '3', '4']}",1
MCAS_2013_8_29434,"Muscle cells need to quickly convert energy from food molecules into a usable form. For this reason, which of the following do muscle cells have in greater numbers than most other types of cells?","{'text': ['chromosomes', 'mitochondria', 'nuclei', 'vacuoles'], 'label': ['A', 'B', 'C', 'D']}",B
VASoL_2009_3_7,Which would help conserve water?,"{'text': ['Turn off water while brushing teeth', 'Wash the car every day', 'Water the lawn every day', 'Run the dishwasher after each meal'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_407444,Which of these are both supplied to Earth by the Sun?,"{'text': ['coal and oil', 'heat and light', 'friction and electricity', 'gravity and magnetism'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7001348,"A red flowered plant (RR) is crossed with a white flowered plant (WW) and produces plants with pink flowers (RW). If two pink flowered plants are crossed, what color offspring could be produced?","{'text': ['red, white, and pink', 'red and white', 'pink and red', 'pink and white'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_417569,Which is the most accurate model to show how amino acids form proteins?,"{'text': ['bees in a hive', 'cars on a train', 'petals on a flower', 'pieces in a jigsaw puzzle'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7115098,What is the main function of the chloroplasts in plant cells?,"{'text': ['to produce glucose', 'to keep the cell rigid', 'to make the cell divide', 'to allow the plant to reproduce'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7094815,Gravity can be defined as a force of attraction between objects. The effects of gravity can be witnessed in many systems. Which of these actions is an example of gravity influencing other systems?,"{'text': ['surface water evaporating into the atmosphere', 'planets moving around the Sun in an elliptical pattern', 'glaciers melting because of increasing temperatures', 'groundwater moving to the surface in an artesian well'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7236058,Which characteristic of a cold-water upwelling near the coast of Northern California results in a large concentration of marine organisms?,"{'text': ['loss of thermal stability', 'high nutrient concentration', 'consistent surface-current flow rate', 'increased availability of dissolved oxygen'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7162488,"When mountains are formed, there is an interaction between areas of Earth. Which two will interact and result in the formation of mountains?","{'text': ['hydrosphere and biosphere', 'troposphere and ionosphere', 'hydrosphere and lithosphere', 'asthenosphere and lithosphere'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_401602,A model of the Moon would be different from a model of Earth in that the Moon should,"{'text': ['be smaller than Earth.', 'have a source of light inside.', 'have a smoother surface than Earth.', 'have fewer impact craters on the surface.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2010_8_12013,Which of the following correctly lists the structures in space from smallest to largest?,"{'text': ['star, galaxy, solar system, universe', 'star, solar system, galaxy, universe', 'star, solar system, universe, galaxy', 'star, universe, solar system, galaxy'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_415478,Some changes are fast. Some changes are slow. Which of these changes is most likely the slowest?,"{'text': ['fire', 'flood', 'landslide', 'drought'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_179113,Which of these diseases is caused by a bacterium?,"{'text': ['rabies', 'influenza', 'strep throat', 'chicken pox'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_415001,When is the most energy transferred from the Sun to water in the water cycle?,"{'text': ['during collection', 'during evaporation', 'during condensation', 'during precipitation'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_LBS10254,Which of the following shows the correct sequence of inventions?,"{'text': ['printing press -> microscope -> telephone', 'television -> automobile -> microwave', 'airplane -> microphone -> radio', 'Doppler radar -> microphone -> telescope'], 'label': ['A', 'B', 'C', 'D']}",A
NYSEDREGENTS_2010_4_27,"When two animals live in the same area and depend on the same organism for food, they are","{'text': ['competing', 'decomposing', 'germinating', 'hibernating'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7142958,Which statement describes a primary function of the cell wall of a plant cell?,"{'text': ['The cell wall performs photosynthesis.', 'The cell wall stores DNA.', 'The cell wall provides structural support.', 'The cell wall manufactures proteins.'], 'label': ['A', 'B', 'C', 'D']}",C
NYSEDREGENTS_2012_4_6,Which metric units should be used to describe the mass of an object?,"{'text': ['centimeters', 'liters', 'grams', 'degrees Celsius'], 'label': ['A', 'B', 'C', 'D']}",C
NYSEDREGENTS_2010_4_3,Which form of energy is produced when a guitar string vibrates?,"{'text': ['chemical', 'light', 'magnetic', 'sound'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_408703,Andre learned that plants survive through a process called photosynthesis. Which substance do plants produce during photosynthesis?,"{'text': ['minerals', 'nitrogen', 'soil', 'sugar'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7128188,"For years, scientists have classified plants according to their characteristics. Which most likely has led scientists to better identify and discover new species of plants?","{'text': ['construction of 3-D models', 'advances in the study of DNA', 'understanding the process of mitosis', 'development of the scientific method'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400177,Which material best conducts heat and electricity?,"{'text': ['metal', 'plastic', 'rubber', 'wood'], 'label': ['A', 'B', 'C', 'D']}",A
MEA_2014_8_7,Which two characteristics affect a planet's gravitational attraction to the Sun?,"{'text': ['mass and volume', 'volume and length of day', 'distance from the Sun and mass', 'length of day and distance from the Sun'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7037380,"When a prairie ecosystem was disturbed, an invasive grass species outcompeted the native grass. The new grass had less nutritional value for the organisms living in the area. Which category of organism will be affected by this change first?","{'text': ['predators', 'herbivores', 'scavengers', 'decomposers'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7217718,"In the 1970s, the pesticide DDT was used to kill insects that damaged fruit and vegetable crops. Most insects died from being exposed to DDT, but some survived. These surviving insects contributed to an increase in their population by","{'text': ['migrating to habitats that had different types of crops.', 'learning how to avoid being exposed to DDT.', 'passing the gene for DDT resistance to their offspring.', 'competing with other types of insects for food.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7110303,Binary stars orbit around the center of mass of the two stars. What causes the stars to remain together?,"{'text': ['gravity between the stars', 'energy released from the stars', 'nuclear reactions in the stars', 'magnetic attraction between the stars'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7122850,"After a star runs out of most of its hydrogen fuel, it becomes hotter and more luminous. What stage does this represent in the life cycle of a star?","{'text': ['quasar', 'protostar', 'red giant', 'white dwarf'], 'label': ['A', 'B', 'C', 'D']}",C
LEAP_2009_8_10429,How does no-till farming help the environment?,"{'text': ['It decreases soil erosion.', 'It increases soil removal.', 'It increases fertilizer use.', 'It decreases crop yield.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2004_8_25,"In a laboratory, a sealed container with 100 g of steam is cooled until all the steam becomes a liquid. The container is then cooled further until all the water becomes a solid. Which of the following remains constant during both of these changes?","{'text': ['the mass of the water', 'the pressure in the container', 'the total energy of the water', 'the position of the atoms in the container'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2004_5_25,A student has decided to investigate whether the number of flowers on a plant will increase if the water supply to the plant is increased. She has five pots of geranium plants to use in her experiment. What factor in the experiment should be varied for the five plants in order to answer the student's question?,"{'text': ['age of seedlings', 'temperature of water', 'volume of water', 'number of hours in sunlight'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_1999_8_10,The energy that allows the water cycle to occur comes from,"{'text': ['friction.', 'electricity.', 'the Sun.', 'radioactive decay.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7075110,Organisms that are classified as multicellular must have,"{'text': ['only one cell.', 'large cells.', 'more than one cell.', 'identical cells.'], 'label': ['A', 'B', 'C', 'D']}",C
TIMSS_2003_4_pg21,Where does air go when a person breathes in?,"{'text': ['Into the heart', 'Into the stomach', 'Into the lungs', 'Into the liver'], 'label': ['A', 'B', 'C', 'D']}",C
NCEOGA_2013_8_16,Kudzu vines grow by climbing and wrapping around trees. Trees covered by kudzu can die because they are starved of sunlight. What type of relationship exists between the trees and the kudzu growing on them?,"{'text': ['competition', 'mutualism', 'parasitism', 'predator-prey'], 'label': ['A', 'B', 'C', 'D']}",A
NCEOGA_2013_8_48,"In the United States, which is responsible for ensuring the safety of the country's drinking water?","{'text': ['Environmental Protection Agency (EPA)', 'Food and Drug Administration (FDA)', 'National Oceanic and Atmospheric Administration (NOAA)', 'Center for Disease Control (CDC)'], 'label': ['A', 'B', 'C', 'D']}",A
VASoL_2009_5_18,A student makes a fruit drink by stirring a powdered mix into cold water. Why is the fruit drink a solution?,"{'text': ['The powder dissolves in the water.', 'The water changes color.', 'The student stirs the water.', 'The water is the proper temperature.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_416468,Which life function is the same for an amoeba as for other freshwater protists?,"{'text': ['the method used to obtain nutrients and energy', 'the process used to constantly remove excess water', 'the method used to detect changes in their environment', 'the process used to remove waste products from their cytoplasm'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7032848,Proxima Centauri is the closest star to the Sun. Which units do astronomers most often use for the distance between Earth and Proxima Centauri?,"{'text': ['miles', 'meters', 'light years', 'astronomical units'], 'label': ['A', 'B', 'C', 'D']}",C
NYSEDREGENTS_2015_8_22,One positive effect of recycling aluminum cans to manufacture new beverage containers is,"{'text': [""conserving Earth's resources"", 'creating acid rain', ""warming Earth's atmosphere"", 'increasing the ozone layer'], 'label': ['1', '2', '3', '4']}",1
Mercury_SC_402112,Students are conducting an investigation to see how sunlight affects the speed of plant growth. They measure the growth of the plant at the end of two weeks. What would be the best way to communicate the results of this investigation?,"{'text': ['draw a picture', 'make some notes', 'make a chart or graph', 'tell the science teacher'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_412701,The conservation of matter can be demonstrated by using chemical equations. Which chemical equation demonstrates the conservation of matter?,"{'text': ['2Sn + 4HNO_{3} -> SnO_{2} + 4NO_{2} + H_{2}O', 'I_{2} + 5Cl_{2} + 6H_{2}O -> 2HIO_{3} + 10HCl', 'Cl + 4Na -> 4NaCl', '4P + 5HNO_{3} -> 5NO + 3H_{3}PO_{4}'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7092208,"As the amount of carbon dioxide in the atmosphere increases, which occurrence is most likely a long-term result?","{'text': ['The polar ice caps will melt.', 'Volcanoes will erupt more often.', 'The number of earthquakes will decrease.', 'Rainforests will be unable to support animal life.'], 'label': ['A', 'B', 'C', 'D']}",A
ACTAAP_2011_5_6,"Which mineral, found in Arkansas, is an ore that can be used to produce aluminum?","{'text': ['quartz', 'galena', 'bauxite', 'diamond'], 'label': ['A', 'B', 'C', 'D']}",C
VASoL_2007_3_30,"A summer day begins with a clear, sunny sky. Then, dark clouds form in the afternoon. What type of weather will MOST likely happen next?","{'text': ['Sleet and snow', 'Rain and thunder', 'Wind and snow', 'Fog and wind'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_401288,"Eagles have strong, sharp beaks that are most likely adapted for the eagle to eat","{'text': ['fish.', 'eggs.', 'worms.', 'flowers.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_400702,"When a spoon hits a table, it makes a loud sound. When the spoon hits a soft cushion, it does not make a sound. What is the difference between the table and the cushion that accounts for the sound?","{'text': ['The table is more reactive than the cushion.', 'The table vibrates more than the cushion.', 'The table is more insulated than the cushion.', 'The table has more potential energy than the cushion.'], 'label': ['A', 'B', 'C', 'D']}",B
